GEF_ID,Agency,Lead agency,Secondary agency(ies),Region,List of regions,Country,List of participating countries,Countries listed by Code (ISO 3166-1 alpha-2),Focal Area,Focal Area single-letter-code ,List of project's focal areas,Title,GEF replenishment phase,Type acronym,Type,Status,Trust Fund acronym,Trust Fund,Executing partner / agency,Type of executing partner / agency,Type acronym of parent (or empty if standalone),"Category (empty: standalone, parent, child)",Biosafety project?,Targeted research project?,National Capacity Self Assessement (NCSA)?,National Adaptation Programme of Action (NAPA)?,isNonExpedited,National Portfolio Formulation Exercises (NPFE)?,National communications project?,Small Grants Programme (SGP)?,Sustainable Forest Management (SFM)?,Requires second review?,Primary GEFSEC Program Manager,ID of secondary GEFSEC Program Manager,UNDP Project ID,World Bank Project ID,GEF3 OP list,GEF4 SP list,GEF4 SP-ID list,GEF5 FA Objective list,Keyword ID list,Code of business plan allocation item,World Bank Trust Fund number,(Sum of all) Approved PPG(s),Project Preparation Grant (PPG),Project Development Facility block A (PDF-A),Project Development Facility block B (PDF-B),Project Development Facility block C (PDF-C),Pre-Investment Facility (PRIF),Agency fees paid separately for PPG,Agency fees paid separately for PDF-B,GEF Project Grant PIF stage,GEF Project Grant CEO approve stage,GEF Project Grant CEO endorse stage,Final Grant,Agency Fee PIF stage,Agency Fee CEO approve stage,Agency Fee CEO endorse stage,Cofinance PIF stage,Cofinance CEO approve stage,Cofinance CEO endorse stage,Date of receipt or first PMIS entry,PIF Clearance or PIF Approval Date,Expected date of entry into work program,Date of entry into work program,Date of project approval,Date of CEO approval (MSP / EA),Date of CEO endorsement (FSP),Date of dropping (before project approval),Date of cancelation (after project approval),Date of PIF rejection by CEO,Date of technical rejection by Program Manager,Date of rejection by CEO at CEO approve stage,Date of rejection by CEO at CEO endorse stage,Date of Parent / Program rejection by Council,Date of approval by Agency,Expected date of Grant signing,Actual date of Grant signing,Expected date of implementation start,Actual date of implementation start,Expected date of closure,Actual date of closure,Expected date of financial closure,Date of financial closure,Expected date of Internal Completion Report (ICR),Date of Internal Completion Report (ICR),Expected date of Parent endorsement by Council,Date of Parent endorsement by Council,Expected date of effectiveness,Date of effectiveness,Expected date of mid term review,Date of mid term review,GEFNewRegionList
570,World Bank,World Bank,,AFR,,Cote d'Ivoire,,CI,Climate Change,C,C,Energy Efficiency Market Development,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,FIDI,NGO,,,0,0,0,0,0,0,0,0,0,0,,,,61324,-5-,,,,,,,0,,,,,,,,695000,,,695000,,,,265000,,,12-May-98,,,,24-Jul-98,24-Jul-98,,,,,,,,,1-Apr-99,,,,,31-Dec-02,30-Jun-04,,,,1-Sep-05,,,,16-Jun-99,,,"AFR,"
2844,UNDP,UNDP,,Asia,,India,,IN,Climate Change,C,C,Energy Efficiency Improvements in the Indian Brick Industry,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Environment and Forests (MoEF) through The Energy Research Institute (TERI),Government,,,0,0,0,0,0,0,0,0,0,0,Zhihong Zhang,338106,3465,,-5-,CC-3;,;11;,,,,,25000,,25000,,,,,,696448,,,696448,72145,,,1999000,,,17-Jun-05,,,,3-Apr-08,3-Apr-08,,,,,,,,,,,,,15-Jun-09,29-Apr-12,,,,31-Dec-13,,,,,,,,"Asia,"
612,World Bank,World Bank,,CEX,,Global,,1W,International Waters,I,I,World Water Vision - Water and Nature,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,The World Conservation Union,NGO,,,0,0,0,0,0,0,0,0,0,0,,,,66241,-10-,,,,,,,0,,,,,,,,700000,,,700000,,,,13145000,,,12-Mar-99,,,,26-Apr-99,26-Apr-99,,,,,,,,,17-Jun-99,,,,,31-Oct-00,7-Dec-00,,,,,,,,23-Jun-99,,,"CEX,"
1717,UNDP,UNDP,,Asia,,Philippines,,PH,Biodiversity,B,B,Integrated Biodiversity conservation and Sustainable Management of Ancestral Domain in the Zambales Mountain Range,GEF - 2,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,"Federation of Aeta's Organizations in Zambales, Inc",NGO,,,0,0,0,0,0,0,0,0,0,0,,,1262,,-4-,,,,,,,25000,,25000,,,,,,700000,,,700000,,,,1000000,,,,,,,,,,15-Apr-10,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
2815,UNDP,UNDP,,CEX,,Global,,1W,POPs,P,P,Action Plan Skills Building for 15 Least Developed Countries to assist with National Implementation Plan of Development under the Stockholm Convention,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,UNITAR,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Laurent Granier,,3545,,-14-,POPS-1;,;23;,,,,,0,,,,,,,,700000,,,700000,63000,,,750000,,,16-May-05,,,,18-Oct-05,18-Oct-05,,,,,,,,,28-Jan-06,,,,28-Jan-06,,31-Jul-08,,,,,,,,23-Jan-06,,,"CEX,"
3350,UNEP,UNEP,,CEX,,Global,,1W,POPs,P,P,Development of Emission Factors for U-POPs,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,,,,,0,0,0,0,0,0,0,0,0,0,,,,,-14-,CB-1;,;26;,,,,,0,,,,,,,,700000,,,700000,63000,,,8000000,,,,,,,,,,9-Oct-09,,,,,,,,,,,,,,,,,,,,,,,,"CEX,"
4186,World Bank,World Bank,,Asia,,Thailand,,TH,Climate Change,C,C,Khon Kaen University Building Energy Efficiency,GEF - 4,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,Khon Kaen University,Institute,,,0,0,0,0,0,0,0,0,0,0,Osamu Mizuno,349464,,,,CC-1;,;9;,,,,,0,,,,,,,,700000,,,700000,70000,,,5075000,,,3-Dec-09,,,,,,,30-Jun-10,,,,,,,,,,30-Sep-10,,31-Mar-12,,,,,,,,,,,,"Asia,"
576,UNDP,UNDP,,AFR,,Tunisia,,TN,Climate Change,C,C,Barrier Removal to Encourage and  Secure Market Transformation and Labeling of Refrigerators,GEF - 1,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,AME,Government,,,0,0,0,0,0,0,0,0,0,0,,,993,,-5-,,,,,,,0,,,,,,,,710000,,,710000,,,,1236000,,,28-Jan-98,,,,26-Mar-98,26-Mar-98,,,,,,,,,27-Apr-99,,,,27-Apr-99,27-Mar-00,1-Dec-04,,,,1-Nov-04,,,,27-Apr-99,,,"AFR,"
645,World Bank,World Bank,,LAC,,Mexico,,MX,Multi Focal Area,M,M,Oaxaca Sustainable Hillside Management Project,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,CPC,Government,,,0,1,0,0,0,0,0,0,0,0,Walter J. Lusigi,,,60562,-STRM-,,,,,,,25000,,25000,,,,,,714830,,,714830,,,,856400,,,17-Mar-99,,,,12-May-99,12-May-99,,,,,,,,,29-Jun-99,,,,,30-Jun-05,30-Jun-05,,,,,,,,6-Jul-99,,,"LAC,"
4060,UNDP,UNDP,,LAC,,Jamaica,,JM,Climate Change,C,C,TT-Pilot (GEF-4): Introduction of Renewable Wave Energy Technologies for the Generation of Electric Power in Small Coastal Communities in Jamaica,GEF - 4,MSP,Medium Size Project,Cancelled,SCCF,Special Climate Change Fund,"Ministry of Energy and Mining, and the Petroleum Corporation of Jamaica’s Centre of Excellence for Renewable Energy",Government,,,0,0,0,0,0,0,0,0,0,0,Josef Buchinger,329858,4340,,,CC-4;,;12;,,,,,26400,26400,,,,,2640,,715000,,,715000,71500,,,1420000,,,18-Aug-09,29-Sep-09,,,29-Sep-09,,,,13-Oct-11,,,,,,,,,31-Jan-11,,31-Jul-12,,,,,,,,,,30-Nov-11,,"SIDS,"
913,UNDP,UNDP,,Asia,,Philippines,,PH,Biodiversity,B,B,Biodiversity Conservation and Management of the Bohol Islands Marine Triangle,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Foundation for Filipino Environment,Foundation,,,0,0,0,0,0,0,0,0,0,0,,,1359,,-2-,,,,,,,25000,,25000,,,,,,718270,,,718270,146000,,,637611,,,,,,,5-Dec-00,5-Dec-00,,,,,,,,,15-Mar-01,,,,15-Mar-01,31-Dec-06,1-Jun-07,,,,1-Jun-07,,,,15-Mar-01,,,"Asia,"
628,World Bank,World Bank,,LAC,,Ecuador,,EC,Biodiversity,B,B,Wetland Priorities for Conservation Action,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,EcoCiencia,NGO,,,0,0,0,0,0,0,0,0,0,0,,,,57024,-2-,,,,,,,25000,,25000,,,,,,718388,,,718388,,,,191500,,,,,,,11-Feb-99,11-Feb-99,,,,,,,,,21-Apr-99,,,,,15-Jul-02,1-Nov-02,,,,15-May-03,,,,26-Apr-99,,,"LAC,"
514,UNEP,UNEP,,CEX,,Global,,1W,International Waters,I,I,The Role of the Coastal Ocean in the Disturbed and Undisturbed Nutrient and Carbon Cycles,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Land-Ocean Interactions in the Coastal Zone (LOICZ),NGO,,,0,1,0,0,0,0,0,0,0,0,,,,,-10-,,,,,,,0,,,,,,,,720000,,,720000,,,,457600,,,5-Oct-98,,,,1-Nov-98,1-Nov-98,,,,,,,,,12-Jul-99,,,,1-Sep-99,4-Feb-02,31-Dec-02,,31-Dec-05,,,,,,1-Sep-99,,,"CEX,"
2167,UNEP,UNEP,,CEX,,Global,,1W,Land Degradation,L,L,Global Support to Facilitate the Early Development & Implementation of Land Degradation Programs & Project Under the GEF Operational Programme N 15,GEF - 3,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,UNEP in collaboration with the GEF IAs and Eas and the GEF Secretariat,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Walter J. Lusigi,,,,-15-,,,,,,,0,,,,,,,,721500,,,721500,146000,,,250000,,,23-Jun-03,,,,3-Oct-03,3-Oct-03,,,,,,,,,4-Dec-03,,,,1-Dec-03,29-Sep-07,30-Sep-07,,,,,,,,1-Dec-03,,,"CEX,"
2739,UNDP,UNDP,,ECA,,Latvia,,LV,Land Degradation,L,L,Building Sustainable Capacity and Ownership to Implement UNCCD Objectives in Latvia,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,Ministry of Environment,Government,,,0,0,0,0,0,0,0,0,0,0,Andrea Kutter,,3331,,-15-,,,,,,,0,,,,,,,,722516,,,722516,146000,,,17582293,,,17-Mar-05,,,,15-Jun-05,15-Jun-05,,,,,,,,,1-Sep-05,,,,1-Sep-05,3-Nov-08,11-Mar-08,,,,,,,,9-Dec-05,,,"ECA,"
16,World Bank,World Bank,,LAC,,Guatemala,,GT,Biodiversity,B,B,Management and Protection of Laguna del Tigre National Park,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Conservation International/Guatemala,NGO,,,0,0,0,0,0,0,0,0,0,0,,,,57031,-3-2-,,,,,,,25000,,25000,,,,,,722631,,,722631,146000,,,940137,,,4-May-99,,,,13-Jul-99,13-Jul-99,,,,,,,,,21-Sep-99,,,,21-Sep-99,1-Nov-01,1-Mar-02,,,,16-Sep-02,,,,21-Sep-99,,,"LAC,"
815,World Bank,World Bank,,LAC,,Grenada,,GD,Biodiversity,B,B,Dry Forest Biodiversity Conservation,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Forestry and Parks Department  Ministry of Agriculture,Government,,,0,0,0,0,0,0,0,0,0,0,Walter J. Lusigi,,,57021,-1-,,,,,,,24950,,24950,,,,,,723000,,,723000,146000,,,404580,,,,,,,30-Jun-00,30-Jun-00,,,,,,,,,14-May-01,,,,8-Aug-01,30-Jun-05,30-Jun-06,,,,,,,,1-Aug-01,,,"SIDS,"
496,World Bank,World Bank,,LAC,,Belize,,BZ,Biodiversity,B,B,Northern Belize Biological Corridors Project,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Programme for Belize (PfB),NGO,,,0,0,0,0,0,0,0,0,0,0,,,,57045,-3-,,,,,,,24930,,24930,,,,,,723500,,,723500,,,,3165000,,,20-Jul-98,,,,11-Nov-98,11-Nov-98,,,,,,,,,22-Mar-99,,,,16-Apr-99,31-Mar-02,1-Jun-02,,,,17-Apr-03,,,,16-Apr-99,,,"LAC,"
1917,UNEP,UNEP,,CEX,"LAC, AFR",Global,"Colombia, Tanzania","1W, TZ, CO",Climate Change,C,C,Reducing Greenhouse Gas Emissions with Bus Rapid Transit,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,Institute for Transportation & Development Policy (ITDP),NGO,,,0,0,0,0,0,0,0,0,0,0,Bonizella Biagini,,,,-11-,,,,,,,25000,,25000,,,,,,724595,,,724595,146000,,,2999864,,,14-Apr-04,,,,7-Feb-05,7-Feb-05,,,,,,,,,7-Mar-05,,,,1-Apr-05,30-Jun-15,1-Mar-12,,,,,,,,21-Mar-05,31-Dec-08,,"AFR, LAC, CEX,"
818,UNDP,UNDP,,Asia,,Sri Lanka,,LK,Biodiversity,B,B,Conservation of Globally Threatened Species in the Rainforests of Southwest Sri Lanka,GEF - 2,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,"Forest Department, Ministry of Forestry and Environment",Government,,,0,0,0,0,0,0,0,0,0,0,,,1073,,-3-,,,,,,,25000,,25000,,,,,,724713,,,724713,146000,,,226000,,,,,,,19-Apr-00,19-Apr-00,,,,,,,,,13-Jul-00,,,,13-Jul-00,,,,,,,,,,13-Jul-00,,,"Asia,"
18,World Bank,World Bank,,AFR,,Kenya,,KE,Biodiversity,B,B,Lewa Wildlife Conservancy,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Lewa Wildlife Conservancy,NGO,,,0,0,0,0,0,0,0,0,0,0,,,,59868,-1-3-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,3193000,,,6-May-99,,,,19-Jul-99,19-Jul-99,,,,,,,,,22-Mar-00,,,,22-Mar-00,30-Jun-04,30-Jun-04,,,,1-Oct-03,,,,22-Mar-00,,,"AFR,"
22,UNDP,UNDP,,Asia,,Mongolia,,MN,Climate Change,C,C,Commercialization of Super Insulated Building Technology,GEF - 2,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,Ministry of Nature and Environment (MNE),Government,,,0,0,0,0,0,0,0,0,0,0,,,998,,-5-,,,,,,,24650,,24650,,,,,,725000,,,725000,146000,,,1000000,,,31-Dec-98,,9-Aug-99,9-Aug-99,9-Aug-99,9-Aug-99,,,,,,,,,10-Oct-01,,,,10-Oct-01,31-Dec-06,13-Apr-07,,,,,,,,10-Oct-01,,,"Asia,"
25,UNDP,UNDP,,ECA,,Georgia,,GE,Biodiversity,B,B,Arid and Semi-Arid Ecosystem Conservation in the Caucasus,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,NACRES,NGO,,,0,0,0,0,0,0,0,0,0,0,,,1265,,-1-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,128200,,,18-Dec-98,,,,20-Sep-99,20-Sep-99,,,,,,,,,18-Apr-00,,,,18-Apr-00,20-Sep-02,31-Dec-02,,,,1-May-06,,,,18-Apr-00,,,"ECA,"
27,UNDP,UNDP,,LAC,,Regional,"Belize, Costa Rica, Guatemala, Honduras, Nicaragua, Panama, El Salvador","00, BZ, GT, SV, HN, NI, CR, PA",Climate Change,C,C,Creation and Strengthening of the Capacity for Sustainable Renewable Energy Development in Central America,GEF - 2,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,Biomass Users Network,NGO,,,0,0,0,0,0,0,0,0,0,0,,,1516,,-6-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,796430,,,23-Jun-99,,,,27-Oct-99,27-Oct-99,,,,,,,,,14-Apr-00,,,,14-Apr-00,,30-Jul-02,,,,2-Aug-02,,,,14-Apr-00,,,"LAC, REG,"
33,UNEP,UNEP,,REG,LAC,Regional,"Brazil, Chile, Mexico","00, CL, BR, MX",Biodiversity,B,B,An Indicator Model for Dryland Ecosystems in Latin America,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Natural Heritage Institute,NGO,,,0,0,0,0,0,0,0,0,0,0,,,,,-1-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,323800,,,14-Oct-99,,,,22-Dec-99,22-Dec-99,,,,,,,,,23-May-00,,,,5-Jan-00,31-Mar-03,1-Apr-03,,22-Feb-05,,1-Nov-03,,,,5-Jan-00,,,"LAC, REG,"
466,World Bank,World Bank,,LAC,,El Salvador,,SV,Biodiversity,B,B,Promotion of Biodiversity Conservation within Coffee Landscapes,GEF - 1,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,PROCAFE,Foundation,,,0,0,0,0,0,0,0,0,0,0,,,,56914,-3-4-,,,,,,,25000,,25000,,,,,,725000,,,725000,,,,3085000,,,,,,,15-May-98,15-May-98,,,,,,,,,30-Jun-98,,,,1-Jul-98,31-Jul-01,31-Dec-01,,,,1-Mar-04,,,,6-Jul-98,,,"LAC,"
600,UNEP,UNEP,,Asia,,China,,CN,Biodiversity,B,B,Lop Nur Nature Sanctuary Biodiversity Conservation,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,"National Environmental Protection Agency (SEPA), Government of China",Government,,,0,0,0,0,0,0,0,0,0,0,Paz Valiente,,,,-1-,,,,,,,25000,,25000,,,,,,725000,,,725000,,,,757000,,,28-Apr-98,,,,6-Nov-98,6-Nov-98,,,,,,,,,17-Mar-99,,,,3-Jan-99,2-Jan-02,1-Sep-02,,15-Jul-04,,1-Oct-03,,,,3-Jan-99,,,"Asia,"
616,UNDP,UNDP,,CEX,"AFR, Asia, LAC",Global,"Burkina Faso, Costa Rica, Dominican Republic, Mexico, Philippines, Uganda","1W, CR, DO, MX, BF, UG, PH",Biodiversity,B,B,Harnessing Multi-Stakeholder Mechanisms to Promote Global Environmental Priorities,GEF - 2,MSP,Medium Size Project,IA Approved,GET,GEF Trust Fund,Earth Council,NGO,,,0,1,0,0,0,0,0,0,0,0,Mario A. Ramos,,,,-1-1-2-3-4-5-6-7-,,,,,,,25000,,25000,,,,,,725000,,,725000,,,,,,,16-Oct-98,,,,15-Feb-99,15-Feb-99,,,,,,,,,22-Feb-99,,,,,,,,,,,,,,,,,"AFR, Asia, LAC, SIDS, CEX,"
625,World Bank,World Bank,,LAC,,Colombia,,CO,Biodiversity,B,B,Sustainable Use of Biodiversity in the Western Slope of the Serrania del Baudo,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Fundacion Natura,Foundation,,,0,0,0,0,0,0,0,0,0,0,Mario A. Ramos,,,57027,-2-3-,,,,,,,25000,,25000,,,,,,725000,,,725000,,,,2237360,,,16-Feb-99,,,,21-Apr-99,21-Apr-99,,,,,,,,,14-Jun-99,,,,24-Jun-99,30-Jun-02,31-Dec-02,,,,22-Aug-04,,,,24-Jun-99,,,"LAC,"
644,World Bank,World Bank,,LAC,,Mexico,,MX,Biodiversity,B,B,El Triunfo Biosphere Reserve: Habitat Enhancement in Productive Landscapes,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,IDESMAC,NGO,,,0,0,0,0,0,0,0,0,0,0,,,,60558,-3-4-,,,,,,,25000,,25000,,,,,,725000,,,725000,,,,1394700,,,21-Apr-99,,,,17-Jun-99,17-Jun-99,,,,,,,,,30-Jun-99,,,,13-Jul-99,30-Sep-02,30-Sep-02,,,,26-Mar-03,,,,13-Jul-99,,,"LAC,"
660,UNDP,UNDP,,AFR,,Sudan,,SD,Climate Change,C,C,Barrier Removal to Secure PV Market Penetration in Semi-Urban Sudan,GEF - 2,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,UNOPS,Multilateral,,,0,0,0,0,0,0,0,0,0,0,,,219,,-6-,,,,,,,25000,,25000,,,,,,725000,,,725000,,,,960000,,,8-Jan-99,,,,5-Mar-99,5-Mar-99,,,,,,,,,11-Nov-99,,,,11-Nov-99,1-Dec-05,,,,,,,,,11-Nov-99,,,"AFR,"
666,World Bank,World Bank,,Asia,,Yemen,,YE,Biodiversity,B,B,Coastal Zone Management along the Gulf of Aden,GEF - 2,MSP,Medium Size Project,IA Approved,GET,GEF Trust Fund,Environmental Protection Council,Government,,,0,0,0,0,0,0,0,0,0,0,,,,70219,-2-,,,,,,,25000,,25000,,,,,,725000,,,725000,,,,540000,,,5-Mar-99,,,,9-Jun-99,9-Jun-99,,,,,,,,,31-Aug-99,,,,,31-Dec-03,,,,,,,,,29-Feb-00,,,"ECA,"
681,World Bank,World Bank,,LAC,,Panama,,PA,Biodiversity,B,B,Effective Protection with Community Participation of the New Protected Area of San Lorenzo,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,CEASPA,NGO,,,0,0,0,0,0,0,0,0,0,0,,,,61317,-3-,,,,,,,25000,,25000,,,,,,725000,,,725000,,,,1501000,,,,,,,17-Jun-99,17-Jun-99,,,,,,,,,18-Jun-99,,,,27-Nov-99,30-Jun-03,31-Dec-03,,,,1-Jun-04,,,,27-Jul-99,,,"LAC,"
794,UNEP,UNEP,,LAC,,Regional,"Bolivia, Colombia, Ecuador, Panama, Peru, Paraguay","00, BO, CO, EC, PA, PY, PE",Biodiversity,B,B,Catalyzing Conservation Action in Latin America: Identifying Priority Sites and Best Management,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,The nature Conservancy,NGO,,,0,0,0,0,0,0,0,0,0,0,,,,,-1-3-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,680000,,,,,,,29-Mar-00,29-Mar-00,,,,,,,,,14-Sep-00,,,,,8-Jan-03,30-Sep-03,,30-Sep-03,,1-Sep-05,,,,1-Sep-00,,,"LAC, REG,"
807,UNEP,UNEP,,ECA,,Russian Federation,,RU,International Waters,I,I,"Persistent Toxic Substances, Food Security, and Indigenous Peoples of the Russian North",GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Russian Association of Indigenous Peoples of the North (RAIPON) and Secretariat of the Arctic Monitoring and Asessment Progamme (AMAP),NGO,,,0,0,0,0,0,0,0,0,0,0,Andrea Merla,,,,-10-14-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,2010000,,,,,,,22-Feb-00,22-Feb-00,,,,,,,,,6-Feb-01,,,,2-Jan-01,1-Mar-02,1-Nov-05,,30-Jun-04,,1-Jun-06,,,,2-Jan-01,,,"ECA,"
846,World Bank,World Bank,,LAC,,Ecuador,,EC,Biodiversity,B,B,Albarradas in Coastal Ecuador: Rescuing Ancient Knowledge on Sustainable Use of Biodiversity,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Escuela Superior Politecnica del Litoral (ESPOL) & Fundacion Pedro Vicente Maldonadoan an NGO member of the Ecuadorian Committee for the Defense of Natural Setting and the Environment (CEDENMA,NGO,,,0,1,0,0,0,0,0,0,0,0,,,,63318,-1-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,2357500,,,,,,,14-Jul-00,14-Jul-00,,,,,,,,,11-Aug-00,,,,,31-Aug-03,31-Aug-03,,,,1-Apr-04,,,,24-Aug-00,,,"LAC,"
847,World Bank,World Bank,,LAC,,Nicaragua,,NI,Multi Focal Area,M,M,Renewable Energy and Forest Conservation: Sustainable Harvest and Processing of Coffee and Allspice,GEF - 2,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,Mesoamerican Development Institute (MDI),NGO,,,0,0,0,0,0,0,0,0,0,0,Herbert Acquay,,,61316,-12-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,1444000,,,,,,,17-Jul-00,17-Jul-00,,,,,,,,,28-Sep-00,,,,3-Oct-00,31-Dec-03,30-Sep-04,,,,1-Dec-06,,,,3-Oct-00,,,"LAC,"
855,UNDP,UNDP,,ECA,,Uzbekistan,,UZ,Biodiversity,B,B,Establishment of the Nuratau-Kyzylkum Biosphere Reserve as a Model for Biodiveristy Conservation,GEF - 2,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,State Committee for Nature Protection (SCNP),Government,,,0,0,0,0,0,0,0,0,0,0,,,1271,,-1-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,654380,,,,,,,14-Jul-00,14-Jul-00,,,,,,,,,6-Apr-01,,,,6-Apr-01,31-Dec-06,31-Aug-07,,,,,,,,6-Apr-01,,,"ECA,"
864,UNDP,UNDP,,Asia,,China,,CN,Biodiversity,B,B,Multi-agency and Local Participatory Cooperation in Biodiversity Conservation in Yunnan's Upland Ecosystem,GEF - 2,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,Yunnan Project Office of Sustainable Management of Upland Ecosystems (YPO-SMUE) of the Government of Yunnan Province,Government,,,0,0,0,0,0,0,0,0,0,0,Kanta Kumari,,968,,-4-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,941000,,941000,,,,,13-Sep-00,13-Sep-00,,,,,,,,,22-Jun-01,,,,22-Jun-01,5-Aug-05,5-Aug-05,,,,,,,,22-Jun-01,,,"Asia,"
865,UNDP,UNDP,,Asia,,Iran,,IR,Biodiversity,B,B,"Conservation of the Asiatic Cheetah, its Natural Habitat and Associated Biota",GEF - 2,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,IUCN,NGO,,,0,0,0,0,0,0,0,0,0,0,Kanta Kumari,,1027,,-1-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,690000,,,,,,,13-Sep-00,13-Sep-00,,,,,,,,,10-Sep-01,,,,10-Sep-01,31-May-08,30-Jun-09,,,,,,,,10-Sep-01,,,"ECA,"
1029,UNDP,UNDP,,Asia,,Maldives,,MV,Climate Change,C,C,Renewable Energy Technology Development and Application Project (RETDAP),GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,"Ministry of Communications, Science and Technology (MCST)",Government,,,0,0,0,0,0,0,0,0,0,0,Eric Martinot,,2131,,-6-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,2013780,,2013780,18-Jul-03,,,,27-Aug-03,27-Aug-03,,,,,,,,,18-Mar-04,,,,18-Mar-04,1-Oct-11,31-Oct-10,,,31-Dec-12,,,,,18-Mar-04,,,"SIDS,"
1061,World Bank/IFC,World Bank,IFC,LAC,,Peru,,PE,Biodiversity,B,B,Inka Terra: An Innovative Partnership for Self-Financing Biodiversity Conservation & Community Development,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,IFC,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Kanta Kumari,,,506050,-3-,,,,,,,25000,,25000,,,,,,725000,,,725000,146000,,,11365584,,,10-Apr-01,,,,19-Dec-03,19-Dec-03,,,,,,,,,5-Apr-04,,,,30-Mar-04,,31-Dec-08,,,,,,,,12-May-04,,,"LAC,"
1709,UNDP,UNDP,,AFR,,Algeria,,DZ,Climate Change,C,C,Barrier Removal to Encourage and Secure Market Transformation and Labelling of Refrigerators/Freezers,GEF - 2,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,National Energy Agency APRUE ,Government,,,0,0,0,0,0,0,0,0,0,0,Zhihong Zhang,,871,,-5-,,,,,,,25000,,25000,,,,,,725000,,,725000,,,,1450000,,,,,1-Nov-06,,,,,30-Apr-10,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
